,time,departure_city,arrival_city,departing_infected,arriving_infected
0,0,366,396,19,174.0
1,0,366,212,22,255.0
2,1,212,8,1,8.0
3,1,212,103,1,10.0
4,1,212,622,1,10.0
5,1,212,214,1,11.0
6,1,212,221,1,10.0
7,1,366,396,22,223.0
8,1,366,212,19,181.0
9,1,396,516,1,10.0
10,1,396,38,1,10.0
11,1,396,178,1,8.0
12,1,396,255,1,11.0
13,1,396,412,1,9.0
14,2,178,212,1,10.0
15,2,212,5,1,12.0
16,2,212,543,1,11.0
17,2,212,587,1,12.0
18,2,212,178,1,10.0
19,2,212,195,1,9.0
20,2,212,255,1,11.0
21,2,212,487,1,8.0
22,2,366,396,23,263.0
23,2,366,212,27,281.0
24,2,396,627,1,9.0
25,2,396,145,1,9.0
26,2,396,160,1,12.0
27,2,396,214,1,8.0
28,2,396,255,1,9.0
29,2,396,273,1,10.0
30,2,396,276,1,9.0
31,2,396,308,1,9.0
32,2,396,385,1,9.0
33,2,396,495,1,11.0
34,2,622,13,1,10.0
35,3,5,70,1,9.0
36,3,178,212,1,8.0
37,3,212,558,1,11.0
38,3,212,76,1,10.0
39,3,212,273,1,10.0
40,3,212,276,1,13.0
41,3,212,302,1,10.0
42,3,212,370,1,11.0
43,3,212,405,1,10.0
44,3,212,585,2,25.0
45,3,212,495,1,10.0
46,3,255,406,1,9.0
47,3,255,54,1,11.0
48,3,366,396,20,212.0
49,3,366,212,19,242.0
50,3,396,519,1,9.0
51,3,396,24,1,8.0
52,3,396,38,1,10.0
53,3,396,558,1,8.0
54,3,396,158,1,11.0
55,3,396,238,1,11.0
56,3,396,276,3,39.0
57,3,396,414,1,13.0
58,3,396,495,1,11.0
59,4,8,212,1,8.0
60,4,70,619,1,10.0
61,4,103,70,1,10.0
62,4,212,5,1,9.0
63,4,212,14,1,11.0
64,4,212,544,1,12.0
65,4,212,545,1,10.0
66,4,212,40,1,8.0
67,4,212,128,1,9.0
68,4,212,163,1,11.0
69,4,212,238,1,11.0
70,4,212,273,1,8.0
71,4,212,276,1,9.0
72,4,212,370,1,7.0
73,4,212,378,1,10.0
74,4,212,405,1,10.0
75,4,212,453,1,12.0
76,4,214,396,1,8.0
77,4,238,13,1,10.0
78,4,366,396,35,360.0
79,4,366,212,24,235.0
80,4,396,519,1,11.0
81,4,396,563,1,11.0
82,4,396,614,1,9.0
83,4,396,619,2,23.0
84,4,396,627,5,68.0
85,4,396,145,1,9.0
86,4,396,158,1,14.0
87,4,396,178,1,9.0
88,4,396,214,2,24.0
89,4,396,238,1,10.0
90,4,396,255,5,38.0
91,4,396,276,1,11.0
92,4,396,308,1,8.0
93,4,396,385,1,12.0
94,4,396,414,1,10.0
95,4,396,453,1,9.0
96,4,396,495,1,9.0
97,4,414,396,2,19.0
98,4,585,212,1,9.0
99,4,622,13,1,8.0
100,4,627,254,1,12.0
101,5,14,212,1,11.0
102,5,38,501,1,14.0
103,5,128,623,1,10.0
104,5,212,5,1,11.0
105,5,212,24,1,11.0
106,5,212,558,1,10.0
107,5,212,117,1,9.0
108,5,212,160,1,13.0
109,5,212,238,1,7.0
110,5,212,273,1,15.0
111,5,212,323,1,10.0
112,5,212,345,1,9.0
113,5,212,395,1,11.0
114,5,212,412,2,20.0
115,5,214,212,1,11.0
116,5,255,477,1,9.0
117,5,273,623,1,10.0
118,5,276,396,1,7.0
119,5,366,396,36,429.0
120,5,366,212,29,306.0
121,5,396,516,1,12.0
122,5,396,5,2,15.0
123,5,396,563,1,10.0
124,5,396,93,1,12.0
125,5,396,614,1,12.0
126,5,396,619,2,22.0
127,5,396,627,1,9.0
128,5,396,145,3,28.0
129,5,396,238,1,7.0
130,5,396,255,1,9.0
131,5,396,276,4,47.0
132,5,396,370,1,10.0
133,5,396,495,2,18.0
134,5,406,619,1,12.0
135,5,516,396,1,11.0
136,5,519,286,1,7.0
137,5,619,278,1,9.0
138,5,619,425,1,7.0
139,5,627,286,1,11.0
140,6,5,70,1,10.0
141,6,5,623,2,25.0
142,6,70,16,1,9.0
143,6,160,212,1,6.0
144,6,178,212,1,11.0
145,6,212,519,1,8.0
146,6,212,24,1,11.0
147,6,212,545,1,10.0
148,6,212,40,1,10.0
149,6,212,606,1,10.0
150,6,212,627,3,30.0
151,6,212,152,1,9.0
152,6,212,163,1,10.0
153,6,212,178,1,14.0
154,6,212,214,1,11.0
155,6,212,221,1,11.0
156,6,212,238,1,10.0
157,6,212,255,2,14.0
158,6,212,273,1,11.0
159,6,212,275,1,11.0
160,6,212,276,1,10.0
161,6,212,353,1,7.0
162,6,212,405,2,14.0
163,6,212,414,1,9.0
164,6,212,585,1,11.0
165,6,212,447,1,10.0
166,6,212,453,1,13.0
167,6,212,505,1,11.0
168,6,238,278,1,12.0
169,6,238,326,1,11.0
170,6,238,425,1,9.0
171,6,238,501,1,10.0
172,6,276,13,1,9.0
173,6,308,501,1,7.0
174,6,366,396,33,354.0
175,6,366,212,30,404.0
176,6,396,5,1,11.0
177,6,396,519,2,20.0
178,6,396,544,1,9.0
179,6,396,558,1,12.0
180,6,396,563,1,11.0
181,6,396,93,1,10.0
182,6,396,614,1,8.0
183,6,396,619,1,10.0
184,6,396,627,2,26.0
185,6,396,145,4,35.0
186,6,396,152,1,12.0
187,6,396,158,2,17.0
188,6,396,160,1,10.0
189,6,396,178,1,9.0
190,6,396,214,1,10.0
191,6,396,238,3,37.0
192,6,396,255,5,62.0
193,6,396,273,1,11.0
194,6,396,276,4,38.0
195,6,396,302,1,10.0
196,6,396,308,1,8.0
197,6,396,345,1,11.0
198,6,396,385,1,9.0
199,6,396,453,1,11.0
200,6,396,489,1,11.0
201,6,396,495,4,47.0
202,6,414,212,1,8.0
203,6,453,70,1,11.0
204,6,453,212,1,10.0
205,6,487,212,1,8.0
206,6,495,13,1,9.0
207,6,495,278,1,15.0
208,6,495,560,1,9.0
209,6,501,627,1,10.0
210,6,519,396,1,11.0
211,6,519,13,1,8.0
212,6,519,278,1,10.0
213,6,545,212,1,10.0
214,6,545,285,1,11.0
215,6,558,501,1,12.0
216,6,563,396,1,11.0
217,6,614,212,1,9.0
218,6,619,70,1,12.0
219,6,619,212,1,12.0
220,6,627,278,1,11.0
221,7,5,623,2,20.0
222,7,8,70,1,9.0
223,7,13,330,1,10.0
224,7,13,349,1,6.0
225,7,40,286,1,9.0
226,7,70,505,1,12.0
227,7,160,396,1,11.0
228,7,178,54,1,10.0
229,7,212,519,1,10.0
230,7,212,545,2,19.0
231,7,212,42,1,7.0
232,7,212,606,1,12.0
233,7,212,619,1,12.0
234,7,212,627,1,9.0
235,7,212,128,1,10.0
236,7,212,145,1,6.0
237,7,212,173,1,9.0
238,7,212,178,1,11.0
239,7,212,200,1,10.0
240,7,212,215,1,6.0
241,7,212,232,1,9.0
242,7,212,255,5,41.0
243,7,212,273,2,21.0
244,7,212,349,1,12.0
245,7,212,378,1,9.0
246,7,212,405,3,36.0
247,7,212,412,1,8.0
248,7,212,472,1,12.0
249,7,212,495,1,15.0
250,7,212,505,1,9.0
251,7,238,70,1,10.0
252,7,238,254,1,12.0
253,7,254,308,1,14.0
254,7,255,70,1,9.0
255,7,255,326,1,10.0
256,7,255,623,1,10.0
257,7,273,623,1,8.0
258,7,275,212,1,11.0
259,7,276,396,1,11.0
260,7,276,13,1,9.0
261,7,276,501,1,10.0
262,7,286,370,1,12.0
263,7,366,396,32,294.0
264,7,366,212,34,357.0
265,7,366,501,1,2.0
266,7,378,212,1,7.0
267,7,385,212,1,10.0
268,7,396,512,1,13.0
269,7,396,5,1,9.0
270,7,396,519,1,12.0
271,7,396,8,1,8.0
272,7,396,544,1,8.0
273,7,396,63,1,12.0
274,7,396,598,1,9.0
275,7,396,606,1,11.0
276,7,396,627,4,45.0
277,7,396,145,2,21.0
278,7,396,158,3,29.0
279,7,396,238,2,23.0
280,7,396,255,3,24.0
281,7,396,276,5,46.0
282,7,396,414,1,10.0
283,7,396,495,1,11.0
284,7,405,212,1,11.0
285,7,414,396,1,8.0
286,7,495,559,1,9.0
287,7,495,335,1,9.0
288,7,501,145,1,10.0
289,7,501,238,1,10.0
290,7,501,308,1,8.0
291,7,505,70,1,11.0
292,7,505,212,1,8.0
