,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3579.0,3,2
2,4268.0,13,12
3,5221.0,27,21
4,6203.0,41,24
5,7630.0,53,42
6,9221.0,64,39
7,11493.0,75,81
8,13771.0,91,87
9,16935.0,105,125
10,20781.0,119,154
11,25108.0,128,173
12,30493.0,140,221
13,36750.0,155,249
14,44541.0,166,303
15,54257.0,174,362
16,66284.0,189,455
17,80321.0,203,535
18,97438.0,208,603
19,118582.0,227,706
20,144159.0,238,776
21,176542.0,252,931
22,214965.0,276,1020
23,260817.0,289,1118
24,317612.0,297,1206
25,385975.0,303,1351
26,471561.0,317,1463
27,576509.0,328,1565
28,706570.0,340,1676
29,862749.0,348,1773
30,1055065.0,357,1884
31,1290538.0,362,1971
32,1578812.0,369,2079
33,1934331.0,378,2125
34,2364258.0,386,2247
35,2883091.0,394,2352
36,3517285.0,406,2425
