,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3315.0,3,2
2,3604.0,9,8
3,4038.0,26,22
4,4426.0,43,25
5,4892.0,53,37
6,5300.0,61,35
7,5854.0,75,52
8,6469.0,82,56
9,7025.0,94,71
10,7727.0,102,80
11,8493.0,111,97
12,9256.0,112,92
13,9958.0,122,106
14,10950.0,127,118
15,11723.0,128,121
16,12616.0,135,130
17,13800.0,142,153
18,15135.0,146,170
19,16243.0,152,163
20,17522.0,157,204
21,18944.0,162,196
22,20706.0,168,240
23,22659.0,172,261
24,24526.0,176,262
25,26559.0,180,273
26,29008.0,186,320
27,31495.0,189,333
28,34213.0,195,369
29,37644.0,196,426
30,40671.0,208,410
31,44213.0,211,453
32,48412.0,217,512
33,52310.0,222,501
34,56517.0,232,536
35,61970.0,234,597
36,67783.0,240,649
