,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2485.0,3,2
2,3150.0,9,10
3,3805.0,19,15
4,4534.0,32,23
5,5399.0,45,26
6,6534.0,57,40
7,7929.0,73,55
8,9661.0,83,63
9,11497.0,94,86
10,14220.0,104,109
11,17381.0,117,142
12,21228.0,130,171
13,25677.0,139,190
14,31686.0,148,255
15,38934.0,159,285
16,47532.0,175,375
17,57578.0,190,419
18,69179.0,196,450
19,84571.0,213,584
20,102926.0,225,660
21,125915.0,239,782
22,153614.0,253,856
23,187518.0,265,963
24,229361.0,275,1067
25,280349.0,285,1205
26,341359.0,294,1282
27,416139.0,305,1407
28,505933.0,321,1527
29,619433.0,328,1633
30,755903.0,341,1729
31,922842.0,346,1834
32,1124178.0,351,1924
33,1375041.0,360,2019
34,1678716.0,367,2077
35,2046734.0,372,2162
36,2498707.0,374,2254
