,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1042,3,2
2,1061,5,4
3,1117,8,7
4,1160,12,9
5,1138,16,7
6,1129,20,7
7,1111,23,8
8,1134,29,14
9,1139,36,10
10,1199,41,15
11,1187,44,11
12,1224,48,18
13,1251,53,19
14,1204,54,13
15,1190,51,16
16,1183,55,15
17,1202,56,17
18,1147,59,11
19,1095,59,12
20,1092,61,16
21,1048,61,11
22,1101,65,23
23,1065,64,12
24,1029,62,11
25,1009,61,13
26,1023,60,19
27,1110,64,27
28,1142,68,20
29,1147,69,17
30,1207,72,22
31,1239,73,21
32,1227,76,18
33,1271,84,25
34,1303,85,26
35,1295,86,21
36,1259,80,17
