,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3413.0,3,2
2,3735.0,15,14
3,4050.0,24,18
4,4315.0,36,24
5,4657.0,52,39
6,5132.0,65,47
7,5543.0,78,46
8,5958.0,88,51
9,6336.0,96,46
10,6926.0,107,73
11,7680.0,115,84
12,8319.0,123,83
13,9141.0,127,98
14,10000.0,133,103
15,10791.0,141,109
16,11574.0,140,104
17,12810.0,144,142
18,13873.0,149,156
19,15009.0,150,157
20,16163.0,154,170
21,17614.0,158,205
22,19182.0,164,208
23,20789.0,166,225
24,22538.0,173,250
25,24604.0,174,260
26,26588.0,178,272
27,28751.0,187,294
28,31496.0,197,338
29,34269.0,205,355
30,37219.0,211,372
31,41042.0,223,447
32,44587.0,231,441
33,48566.0,240,465
34,53208.0,243,523
35,57930.0,241,547
36,63072.0,249,572
