,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2341.0,3,2
2,2741.0,7,6
3,3288.0,16,12
4,3893.0,24,17
5,4733.0,35,25
6,5880.0,45,30
7,7187.0,59,42
8,8927.0,78,74
9,10908.0,90,67
10,13230.0,99,99
11,16100.0,113,123
12,19485.0,126,160
13,23608.0,136,192
14,28993.0,151,219
15,35513.0,163,269
16,43500.0,173,340
17,52900.0,185,398
18,65304.0,198,500
19,79930.0,207,551
20,96869.0,220,622
21,117324.0,229,696
22,142623.0,243,817
23,173039.0,257,930
24,211590.0,269,1026
25,258758.0,285,1135
26,315195.0,295,1213
27,383197.0,301,1357
28,468071.0,308,1498
29,572290.0,316,1583
30,696178.0,325,1670
31,849655.0,334,1803
32,1038863.0,339,1894
33,1271125.0,347,2003
34,1549751.0,354,2052
35,1896439.0,367,2133
36,2320057.0,379,2239
