,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1212.0,3,2
2,1450.0,5,4
3,1785.0,10,8
4,2242.0,23,16
5,2761.0,30,20
6,3336.0,40,25
7,4101.0,58,42
8,4990.0,65,48
9,6104.0,77,59
10,7481.0,84,67
11,9129.0,99,89
12,11009.0,108,104
13,13377.0,116,134
14,16312.0,129,155
15,19852.0,138,186
16,24014.0,147,209
17,29628.0,160,275
18,36230.0,172,314
19,43929.0,178,375
20,53369.0,187,429
21,65325.0,200,519
22,78816.0,211,583
23,95692.0,230,698
24,116662.0,242,761
25,141689.0,252,862
26,172378.0,264,960
27,210424.0,272,1103
28,255308.0,289,1160
29,312242.0,304,1317
30,383987.0,310,1441
31,467870.0,317,1520
32,571397.0,325,1612
33,698798.0,332,1710
34,852964.0,346,1844
35,1041884.0,356,1937
36,1269168.0,366,2005
