,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4353.0,3,2
2,4807.0,15,16
3,5195.0,28,20
4,5535.0,37,23
5,6122.0,47,32
6,6659.0,61,41
7,7077.0,72,38
8,7753.0,85,56
9,8654.0,95,82
10,9467.0,107,84
11,10166.0,116,91
12,11058.0,120,112
13,12145.0,128,120
14,13277.0,137,139
15,14584.0,146,163
16,16083.0,148,177
17,17331.0,148,172
18,19275.0,156,211
19,21229.0,162,230
20,23492.0,172,264
21,25326.0,178,244
22,27633.0,183,291
23,30033.0,192,308
24,32666.0,194,335
25,35381.0,194,364
26,38635.0,200,393
27,42092.0,206,417
28,45781.0,214,439
29,49822.0,218,477
30,54307.0,223,528
31,59552.0,229,556
32,65262.0,238,628
33,70900.0,247,632
34,77658.0,255,683
35,85672.0,257,741
36,93430.0,263,744
