,num_infected,cities_infected,num_interactions
0,2000,1,0
1,2107,3,2
2,2017,5,4
3,1912,11,8
4,1885,18,12
5,1897,30,22
6,1845,42,25
7,1751,48,17
8,1751,51,15
9,1604,52,13
10,1549,57,21
11,1453,57,22
12,1417,59,18
13,1337,59,21
14,1207,60,13
15,1162,61,20
16,1149,61,23
17,1103,62,20
18,1013,63,14
19,928,58,11
20,847,56,13
21,803,53,16
22,758,50,14
23,709,49,12
24,666,51,12
25,621,49,11
26,574,47,10
27,508,47,6
28,470,46,9
29,410,47,5
30,348,43,3
31,322,41,8
32,287,37,5
33,247,35,3
34,227,30,5
35,193,26,2
36,179,25,3
