,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2141.0,3,2
2,2307.0,7,6
3,2574.0,13,10
4,2789.0,19,11
5,3109.0,28,22
6,3455.0,45,33
7,3814.0,52,32
8,4144.0,65,45
9,4379.0,73,31
10,4804.0,84,51
11,5296.0,92,56
12,5775.0,106,67
13,6278.0,108,65
14,6821.0,112,83
15,7441.0,119,83
16,8039.0,123,90
17,8621.0,127,98
18,9310.0,132,112
19,10262.0,134,122
20,11419.0,142,158
21,12699.0,149,166
22,13734.0,157,155
23,14897.0,163,171
24,16056.0,166,186
25,17457.0,171,209
26,19020.0,173,237
27,20583.0,177,234
28,22591.0,187,279
29,24805.0,193,289
30,26718.0,196,289
31,29064.0,201,317
32,32064.0,212,374
33,34538.0,212,353
34,37341.0,220,385
35,40878.0,224,428
36,44641.0,228,471
