,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3440.0,3,2
2,2998.0,9,8
3,2572.0,19,14
4,2131.0,22,13
5,1781.0,27,13
6,1473.0,33,11
7,1296.0,36,17
8,1111.0,40,15
9,885.0,39,7
10,760.0,39,14
11,638.0,37,10
12,539.0,35,9
13,452.0,34,6
14,350.0,28,4
15,299.0,26,7
16,261.0,27,7
17,223.0,28,6
18,161.0,22,1
19,126.0,24,2
20,92.0,23,1
21,58.0,15,0
22,54.0,12,3
23,34.0,9,0
24,21.0,7,0
25,13.0,5,0
26,12.0,5,1
27,6.0,3,0
28,3.0,2,0
29,1.0,1,0
30,0.0,0,0
31,0.0,0,0
32,0.0,0,0
33,0.0,0,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
