,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4296.0,3,2
2,4521.0,8,8
3,5071.0,18,18
4,5673.0,36,32
5,6147.0,49,31
6,6855.0,65,50
7,7336.0,80,52
8,8031.0,93,68
9,8788.0,103,76
10,9424.0,111,79
11,10041.0,118,80
12,10949.0,128,111
13,11937.0,131,118
14,12923.0,139,118
15,13933.0,142,141
16,15131.0,155,158
17,16440.0,163,157
18,18156.0,169,214
19,19726.0,167,213
20,21633.0,174,246
21,23652.0,183,257
22,25711.0,190,270
23,27892.0,192,280
24,30206.0,201,302
25,33430.0,203,349
26,36175.0,204,374
27,39728.0,212,393
28,43724.0,219,429
29,47423.0,224,451
30,51885.0,229,500
31,56635.0,237,557
32,61479.0,243,573
33,67444.0,248,615
34,73308.0,256,653
35,79870.0,264,677
36,87091.0,268,743
