,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4862.0,3,2
2,4798.0,15,14
3,4541.0,25,18
4,4334.0,37,23
5,4135.0,47,26
6,3945.0,54,26
7,3808.0,59,26
8,3732.0,66,38
9,3676.0,67,38
10,3573.0,72,42
11,3526.0,74,42
12,3359.0,76,35
13,3208.0,79,36
14,3041.0,80,37
15,2962.0,85,42
16,2875.0,85,37
17,2673.0,84,31
18,2502.0,85,34
19,2459.0,92,42
20,2360.0,93,35
21,2289.0,94,38
22,2167.0,94,33
23,2112.0,92,40
24,1960.0,90,25
25,1868.0,85,33
26,1754.0,85,26
27,1680.0,83,27
28,1543.0,80,19
29,1423.0,75,20
30,1295.0,71,17
31,1239.0,73,24
32,1174.0,68,22
33,1063.0,66,12
34,949.0,62,10
35,851.0,61,10
36,762.0,58,9
