,num_infected,cities_infected,num_interactions
0,5000,1,0
1,4914,3,2
2,4793,16,16
3,4532,24,17
4,4380,30,22
5,4288,47,31
6,4105,54,23
7,3959,63,38
8,3746,75,38
9,3630,80,43
10,3441,83,35
11,3273,86,34
12,3135,89,39
13,3015,90,40
14,2902,88,44
15,2765,87,34
16,2556,83,28
17,2419,87,34
18,2324,90,39
19,2191,90,30
20,2081,92,30
21,1883,91,21
22,1767,92,27
23,1653,92,27
24,1561,88,26
25,1462,86,24
26,1282,78,12
27,1191,80,19
28,1077,73,15
29,970,70,13
30,900,62,14
31,867,61,17
32,804,61,13
33,713,61,8
34,691,62,15
35,624,62,9
36,572,59,10
