,num_infected,cities_infected,num_interactions
0,5000,1,0
1,4589,3,2
2,4254,11,12
3,3972,26,23
4,3586,37,21
5,3310,46,29
6,2903,54,25
7,2750,63,30
8,2456,66,26
9,2202,70,27
10,2048,72,34
11,1808,76,22
12,1689,78,32
13,1512,78,20
14,1334,75,20
15,1197,76,18
16,1045,75,17
17,905,70,15
18,814,63,14
19,729,62,14
20,654,57,15
21,567,54,10
22,489,52,8
23,405,49,5
24,317,42,3
25,260,39,4
26,207,32,3
27,186,32,5
28,173,30,4
29,147,22,3
30,147,21,5
31,120,19,2
32,108,19,3
33,82,16,1
34,68,15,1
35,55,13,1
36,45,13,1
