,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2346.0,3,2
2,2823.0,11,11
3,3314.0,15,8
4,4105.0,21,11
5,4938.0,35,22
6,6086.0,50,47
7,7292.0,62,49
8,9003.0,74,65
9,11064.0,82,82
10,13104.0,90,87
11,15888.0,106,118
12,19760.0,124,163
13,24365.0,138,199
14,29319.0,145,216
15,35640.0,155,280
16,43250.0,166,324
17,52469.0,182,389
18,63304.0,194,453
19,76488.0,200,505
20,93072.0,208,605
21,112853.0,221,701
22,138062.0,236,812
23,168037.0,252,879
24,204802.0,267,1007
25,250070.0,276,1107
26,306535.0,286,1238
27,374455.0,293,1345
28,456826.0,309,1477
29,555673.0,319,1574
30,681005.0,329,1674
31,832491.0,342,1802
32,1017540.0,353,1885
33,1244022.0,360,1988
34,1519367.0,366,2074
35,1860596.0,374,2152
36,2273847.0,381,2210
