,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2075.0,4,3
2,2187.0,7,5
3,2273.0,13,10
4,2318.0,23,16
5,2412.0,31,17
6,2483.0,39,18
7,2520.0,47,18
8,2581.0,54,24
9,2656.0,65,32
10,2613.0,69,24
11,2591.0,75,25
12,2632.0,81,30
13,2704.0,86,37
14,2790.0,87,36
15,2788.0,87,36
16,2901.0,89,46
17,2960.0,89,39
18,2990.0,90,40
19,3015.0,93,37
20,2991.0,91,40
21,3004.0,96,38
22,2997.0,96,40
23,3012.0,93,41
24,2975.0,96,36
25,3078.0,97,49
26,3059.0,97,39
27,3067.0,97,39
28,3062.0,97,39
29,3043.0,100,38
30,3076.0,103,45
31,3055.0,100,41
32,3100.0,104,46
33,3130.0,103,47
34,3164.0,104,48
35,3284.0,110,57
36,3331.0,107,46
