,num_infected,cities_infected,num_interactions
0,3000,1,0
1,2943,3,2
2,2839,9,8
3,2763,16,13
4,2706,23,13
5,2664,33,19
6,2555,39,21
7,2495,45,30
8,2386,55,24
9,2175,58,17
10,2154,66,31
11,2055,71,27
12,2000,73,25
13,1951,73,30
14,1800,72,20
15,1745,71,31
16,1724,71,33
17,1706,76,28
18,1608,78,21
19,1557,79,29
20,1459,79,23
21,1392,84,24
22,1218,82,11
23,1071,80,9
24,955,73,12
25,925,75,19
26,869,70,17
27,792,65,11
28,672,54,5
29,609,52,9
30,541,49,7
31,530,49,11
32,495,46,9
33,459,44,8
34,424,44,6
35,388,43,6
36,363,44,7
