,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1031.0,3,2
2,1084.0,3,2
3,1165.0,8,7
4,1305.0,12,8
5,1460.0,20,12
6,1576.0,26,14
7,1693.0,34,19
8,1933.0,39,15
9,2102.0,44,23
10,2238.0,49,21
11,2437.0,59,31
12,2564.0,65,26
13,2800.0,71,33
14,2962.0,74,31
15,3187.0,76,37
16,3422.0,80,39
17,3813.0,88,58
18,4028.0,92,45
19,4365.0,98,58
20,4689.0,102,61
21,5198.0,107,72
22,5597.0,110,66
23,5939.0,116,69
24,6354.0,119,78
25,6749.0,125,76
26,7219.0,127,87
27,7707.0,133,99
28,8315.0,137,104
29,8779.0,143,88
30,9579.0,150,138
31,10523.0,156,148
32,11457.0,160,151
33,12369.0,168,155
34,13533.0,172,190
35,14722.0,172,185
36,15784.0,173,190
