,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5549.0,3,2
2,6325.0,17,18
3,7040.0,32,25
4,7774.0,52,47
5,8652.0,65,52
6,9596.0,77,69
7,10369.0,84,63
8,11451.0,94,90
9,12434.0,101,107
10,13419.0,110,101
11,14556.0,119,114
12,15717.0,124,135
13,17194.0,131,167
14,18945.0,139,194
15,20668.0,152,209
16,22622.0,159,231
17,24820.0,172,249
18,27153.0,176,262
19,29960.0,190,311
20,32691.0,191,326
21,35996.0,199,367
22,39211.0,206,375
23,43035.0,208,414
24,47169.0,214,460
25,51289.0,221,463
26,56071.0,221,493
27,61119.0,233,543
28,66148.0,237,550
29,72023.0,245,609
30,78715.0,253,652
31,86099.0,257,697
32,93653.0,261,715
33,102869.0,271,814
34,112114.0,275,839
35,122823.0,280,901
36,135191.0,288,1001
