,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3722.0,4,3
2,3395.0,15,14
3,2991.0,19,11
4,2753.0,31,20
5,2495.0,34,17
6,2261.0,41,16
7,1983.0,46,19
8,1836.0,52,28
9,1649.0,51,19
10,1449.0,57,19
11,1296.0,60,19
12,1114.0,58,15
13,942.0,53,12
14,819.0,52,11
15,757.0,52,15
16,658.0,51,9
17,576.0,42,11
18,535.0,40,12
19,496.0,42,12
20,402.0,37,4
21,349.0,36,6
22,319.0,38,7
23,245.0,35,1
24,191.0,33,2
25,151.0,28,2
26,110.0,24,0
27,85.0,22,1
28,63.0,15,1
29,41.0,10,0
30,28.0,7,0
31,19.0,6,0
32,19.0,5,1
33,13.0,4,0
34,9.0,3,0
35,6.0,3,0
36,3.0,2,0
