,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,924.0,3,2
2,906.0,8,7
3,882.0,10,4
4,859.0,12,5
5,841.0,15,6
6,821.0,19,7
7,834.0,26,12
8,789.0,29,7
9,741.0,31,9
10,729.0,35,13
11,689.0,35,10
12,643.0,39,9
13,564.0,39,5
14,534.0,37,10
15,486.0,38,6
16,460.0,38,9
17,438.0,38,9
18,390.0,34,5
19,352.0,30,5
20,346.0,32,8
21,301.0,34,3
22,283.0,33,6
23,267.0,33,6
24,238.0,31,3
25,200.0,26,2
26,176.0,25,2
27,182.0,26,6
28,162.0,26,3
29,137.0,21,2
30,116.0,18,1
31,90.0,17,0
32,77.0,16,1
33,67.0,15,1
34,47.0,10,0
35,42.0,8,1
36,32.0,7,0
