Newark:NJ,Tokyo:Japan,6626
Newark:NJ,Puerto Plata:Dominican Republic,3739
Newark:NJ,Port of Spain:Trinidad and Tobago,1486
Newark:NJ,Santo Domingo:Dominican Republic,6796
Newark:NJ,Philipsburg:Netherlands Antilles,2749
Newark:NJ,Taipei:Taiwan,4345
Newark:NJ,Halifax:Canada,4618
Newark:NJ,Ottawa:Canada,3785
Newark:NJ,Montreal:Canada,9125
Newark:NJ,Toronto:Canada,28877
Ezeiza:Argentina,New York:NY,6368
Ezeiza:Argentina,Los Angeles:CA,563
Ezeiza:Argentina,Miami:FL,23031
Oslo:Norway,Newark:NJ,4782
Rome:Italy,Boston:MA,6024
Rome:Italy,New York:NY,23405
Rome:Italy,Los Angeles:CA,3143
Rome:Italy,Chicago:IL,9016
Fort de France:Martinique,Miami:FL,52
Fort de France:Martinique,San Juan:PR,1316
Fort Lauderdale:FL,Freeport:The Bahamas,3128
Fort Lauderdale:FL,Montego Bay:Jamaica,5496
Fort Lauderdale:FL,Nassau:The Bahamas,17040
Fort Lauderdale:FL,Montreal:Canada,14960
Fort Lauderdale:FL,Ottawa:Canada,984
Fort Lauderdale:FL,Quebec:Canada,888
Fort Lauderdale:FL,Toronto:Canada,16117
Freeport:The Bahamas,Boston:MA,7
Freeport:The Bahamas,Newark:NJ,12
Freeport:The Bahamas,Fort Lauderdale:FL,3317
Freeport:The Bahamas,New York:NY,500
Freeport:The Bahamas,Miami:FL,4461
Fukuoka:Japan,Guam:TT,2742
Fort Wayne:IN,Nassau:The Bahamas,14
Grand Cayman:Cayman Islands,Detroit:MI,172
Grand Cayman:Cayman Islands,Miami:FL,13094
Grand Cayman:Cayman Islands,Chicago:IL,238
Guadalajara:Mexico,Dallas/Fort Worth:TX,4969
Guadalajara:Mexico,Houston:TX,8715
Guadalajara:Mexico,Los Angeles:CA,29964
Guadalajara:Mexico,Chicago:IL,3592
Guadalajara:Mexico,Phoenix:AZ,6908
Guadalajara:Mexico,San Francisco:CA,1899
Spokane:WA,Calgary:Canada,3
Georgetown:Guyana,New York:NY,7194
Georgetown:Guyana,Miami:FL,711
Governors Harbour:The Bahamas,Miami:FL,78
Rio de Janeiro:Brazil,New York:NY,5402
Rio de Janeiro:Brazil,Orlando:FL,24
Rio de Janeiro:Brazil,Miami:FL,12581
Glasgow:United Kingdom,Orlando:FL,621
Grenada:Grenada,New York:NY,990
Grenada:Grenada,Miami:FL,1383
Green Bay:WI,Montreal:Canada,4
Sao Paulo:Brazil,New York:NY,21035
Sao Paulo:Brazil,Los Angeles:CA,1770
Sao Paulo:Brazil,Orlando:FL,5860
Sao Paulo:Brazil,Miami:FL,30092
Guatemala City:Guatemala,Houston:TX,9283
Guatemala City:Guatemala,Los Angeles:CA,7609
Guatemala City:Guatemala,Miami:FL,11901
Guam:TT,Fukuoka:Japan,2776
Guam:TT,Kosrae:Federated States of Micronesia,102
Guam:TT,Kwajalein:Marshall Islands,70
Guam:TT,Majuro:Marshall Islands,300
Guam:TT,Manila:Philippines,7150
Guam:TT,Nagoya:Japan,9178
Guam:TT,Tokyo:Japan,44438
Guam:TT,Osaka:Japan,17059
Guam:TT,Pohnpei:Federated States of Micronesia,802
Guam:TT,Seoul:South Korea,10560
Guam:TT,Chuuk:Federated States of Micronesia,840
Guam:TT,Yap:Federated States of Micronesia,493
Geneva:Switzerland,Washington:DC,3731
Geneva:Switzerland,New York:NY,5549
Guayaquil:Ecuador,New York:NY,10346
Guayaquil:Ecuador,Miami:FL,7983
Havana:Cuba,Miami:FL,16540
Helsinki:Finland,New York:NY,6111
Helsinki:Finland,Miami:FL,186
Hong Kong:Hong Kong,New York:NY,19724
Hong Kong:Hong Kong,Los Angeles:CA,19760
Hong Kong:Hong Kong,Chicago:IL,8370
Hong Kong:Hong Kong,Seattle:WA,195
Hong Kong:Hong Kong,San Francisco:CA,32716
Hermosillo:Mexico,Tucson:AZ,9
Tokyo:Japan,Honolulu:HI,73966
Honolulu:HI,Auckland:New Zealand,2020
Honolulu:HI,Apia:Samoa,130
Honolulu:HI,Sapporo:Japan,252
Honolulu:HI,Christmas Island:Kiribati,37
Honolulu:HI,Fukuoka:Japan,291
Honolulu:HI,Hong Kong:Hong Kong,22
Honolulu:HI,Tokyo:Japan,76934
Honolulu:HI,Kumamoto:Japan,29
Honolulu:HI,Kosrae:Federated States of Micronesia,93
Honolulu:HI,Kwajalein:Marshall Islands,326
Honolulu:HI,London:United Kingdom,68
Honolulu:HI,Majuro:Marshall Islands,441
Honolulu:HI,Manila:Philippines,6411
Honolulu:HI,Nadi:Fiji,639
Honolulu:HI,Nagoya:Japan,9775
Honolulu:HI,Osaka:Japan,19703
Honolulu:HI,Pohnpei:Federated States of Micronesia,251
Honolulu:HI,Papeete:French Polynesia,648
Honolulu:HI,Seoul:South Korea,9080
Honolulu:HI,Sydney:Australia,10183
Honolulu:HI,Chuuk:Federated States of Micronesia,151
Honolulu:HI,Taipei:Taiwan,2119
Honolulu:HI,Vancouver:Canada,9255
Honolulu:HI,Calgary:Canada,827
Honolulu:HI,Toronto:Canada,5
Houston:TX,Grand Cayman:Cayman Islands,2084
Houston:TX,Edmonton:Canada,3109
Houston:TX,Calgary:Canada,12756
Huntsville:AL,Ottawa:Canada,5
Santa Cruz/Huatulco:Mexico,Houston:TX,563
Santa Cruz/Huatulco:Mexico,Chicago:IL,292
Washington:DC,Paris:France,19328
Washington:DC,Cancun:Mexico,5266
Washington:DC,Geneva:Switzerland,3781
Washington:DC,Jeddah:Saudi Arabia,843
Washington:DC,London:United Kingdom,37129
Washington:DC,Mexico City:Mexico,2721
Washington:DC,Nassau:The Bahamas,2093
Washington:DC,Tokyo:Japan,10496
Washington:DC,Riyadh:Saudi Arabia,854
Washington:DC,Santo Domingo:Dominican Republic,18
Washington:DC,Seoul:South Korea,6003
Washington:DC,Edmonton:Canada,1
Washington:DC,Vancouver:Canada,60
Houston:TX,Acapulco:Mexico,2585
Houston:TX,Amsterdam:Netherlands,11949
Houston:TX,Aruba:Aruba,561
Houston:TX,Belize City:Belize,5407
Houston:TX,Caracas:Venezuela,3363
Houston:TX,Paris:France,11286
Houston:TX,Cancun:Mexico,27429
Houston:TX,Cozumel:Mexico,5783
Houston:TX,Guadalajara:Mexico,8976
Houston:TX,Guatemala City:Guatemala,9624
Houston:TX,London:United Kingdom,21889
Houston:TX,Montego Bay:Jamaica,1766
Houston:TX,Mexico City:Mexico,25687
Houston:TX,Monterrey:Mexico,11145
Houston:TX,Tokyo:Japan,7038
Houston:TX,Puerto Vallarta:Mexico,7211
Houston:TX,San Salvador:El Salvador,9146
Houston:TX,San Pedro Sula:Honduras,3422
Houston:TX,Tegucigalpa:Honduras,2766
Houston:TX,Montreal:Canada,1411
Houston:TX,Toronto:Canada,8671
Houston:TX,Ixtapa/Zihuatanejo:Mexico,1957
Indianapolis:IN,Acapulco:Mexico,27
Indianapolis:IN,Cancun:Mexico,530
Indianapolis:IN,Santa Cruz/Huatulco:Mexico,7
Indianapolis:IN,Montreal:Canada,1
Indianapolis:IN,Winnipeg:Canada,2
Indianapolis:IN,Toronto:Canada,1011
Iquitos:Peru,Miami:FL,10
Istanbul:Turkey,New York:NY,13838
Jacksonville:FL,Toronto:Canada,15
Jeddah:Saudi Arabia,Washington:DC,1095
Jeddah:Saudi Arabia,New York:NY,1307
New York:NY,Malaga:Spain,1239
New York:NY,Amman:Jordan,6107
New York:NY,Amsterdam:Netherlands,21019
New York:NY,St. Johns:Antigua and Barbuda,1058
New York:NY,Stockholm:Sweden,2390
New York:NY,Athens:Greece,6081
New York:NY,Aruba:Aruba,9810
New York:NY,Barranquilla:Colombia,327
New York:NY,Barcelona:Spain,11519
New York:NY,Hamilton:Bermuda,6858
New York:NY,Barbados/Bridgetown:Barbados,7815
New York:NY,Bogota:Colombia,6282
New York:NY,Bonaire:Netherlands Antilles,122
New York:NY,Brussels:Belgium,11949
New York:NY,Budapest:Hungary,2925
New York:NY,Cairo:Egypt,12399
New York:NY,Caracas:Venezuela,1222
New York:NY,Paris:France,48371
New York:NY,Cali:Colombia,1639
New York:NY,Casablanca:Morocco,4638
New York:NY,Copenhagen:Denmark,2373
New York:NY,Cartagena:Colombia,232
New York:NY,Cancun:Mexico,14098
New York:NY,Delhi:India,4571
New York:NY,Dakar:Senegal,1279
New York:NY,Dublin:Ireland,19559
New York:NY,Ezeiza:Argentina,6219
New York:NY,Rome:Italy,22768
New York:NY,Freeport:The Bahamas,478
New York:NY,Georgetown:Guyana,6925
New York:NY,Rio de Janeiro:Brazil,5342
New York:NY,Grenada:Grenada,1082
New York:NY,Sao Paulo:Brazil,21439
New York:NY,Guatemala City:Guatemala,41
New York:NY,Geneva:Switzerland,5531
New York:NY,Helsinki:Finland,6132
New York:NY,Hong Kong:Hong Kong,19579
New York:NY,Islamabad:Pakistan,15
New York:NY,Istanbul:Turkey,13647
New York:NY,Jeddah:Saudi Arabia,933
New York:NY,Keflavik/Reykjavik:Iceland,4577
New York:NY,Karachi:Pakistan,459
New York:NY,Kingston:Jamaica,12829
New York:NY,Kuwait:Kuwait,4525
New York:NY,London:United Kingdom,102928
New York:NY,Lahore:Pakistan,2569
New York:NY,Lima:Peru,4622
New York:NY,Lisbon:Portugal,13
New York:NY,Madrid:Spain,28095
New York:NY,Manchester:United Kingdom,4887
New York:NY,Montego Bay:Jamaica,12971
New York:NY,Medellin:Colombia,2336
New York:NY,Mexico City:Mexico,17881
New York:NY,Milan:Italy,12517
New York:NY,Nassau:The Bahamas,9406
New York:NY,Nice:France,4228
New York:NY,Tokyo:Japan,25459
New York:NY,Port-au-Prince:Haiti,6706
New York:NY,Pereira:Colombia,888
New York:NY,Beijing:China,8024
New York:NY,Glasgow/Prestwick:United Kingdom,25
New York:NY,Puerto Plata:Dominican Republic,4813
New York:NY,Port of Spain:Trinidad and Tobago,13188
New York:NY,Punta Cana:Dominican Republic,8110
New York:NY,Riyadh:Saudi Arabia,597
New York:NY,San Pedro Sula:Honduras,936
New York:NY,Santiago:Chile,4530
New York:NY,Santo Domingo:Dominican Republic,26623
New York:NY,Seoul:South Korea,23449
New York:NY,Shanghai:China,6299
New York:NY,San Jose:Costa Rica,3540
New York:NY,St. Kitts:Saint Kitts and Nevis,861
New York:NY,Shannon:Ireland,5898
New York:NY,Philipsburg:Netherlands Antilles,4485
New York:NY,Tobago:Trinidad and Tobago,22
New York:NY,Tel Aviv:Israel,25144
New York:NY,Taipei:Taiwan,2661
New York:NY,St. Lucia:Saint Lucia,3036
New York:NY,Venice:Italy,4811
New York:NY,Vienna:Austria,6415
New York:NY,Warsaw:Poland,4832
New York:NY,Montreal:Canada,15616
New York:NY,Ottawa:Canada,1943
New York:NY,Zurich:Switzerland,18352
Acapulco:Mexico,Dallas/Fort Worth:TX,795
Acapulco:Mexico,Detroit:MI,28
Acapulco:Mexico,Houston:TX,2571
Acapulco:Mexico,Las Vegas:NV,1
Acapulco:Mexico,Chicago:IL,195
Acapulco:Mexico,Philadelphia:PA,27
Acapulco:Mexico,Raleigh/Durham:NC,1
Atlantic City:NJ,Toronto:Canada,360
San Andres Island:Colombia,Miami:FL,44
Malaga:Spain,New York:NY,1312
Auckland:New Zealand,Honolulu:HI,1841
Auckland:New Zealand,Los Angeles:CA,21719
Auckland:New Zealand,San Francisco:CA,5730
Amman:Jordan,New York:NY,6354
Amman:Jordan,Chicago:IL,4654
Amsterdam:Netherlands,Atlanta:GA,13754
Amsterdam:Netherlands,Boston:MA,8747
Amsterdam:Netherlands,Detroit:MI,25182
Amsterdam:Netherlands,Houston:TX,11963
Amsterdam:Netherlands,New York:NY,20932
Amsterdam:Netherlands,Los Angeles:CA,8959
Amsterdam:Netherlands,Orlando:FL,3322
Amsterdam:Netherlands,Miami:FL,91
Amsterdam:Netherlands,Chicago:IL,10528
Amsterdam:Netherlands,Seattle:WA,8642
Anchorage:AK,Tokyo:Japan,104
Anchorage:AK,Osaka:Japan,58
Anchorage:AK,Taipei:Taiwan,757
St. Johns:Antigua and Barbuda,New York:NY,1021
St. Johns:Antigua and Barbuda,Miami:FL,3227
St. Johns:Antigua and Barbuda,San Juan:PR,1501
Apia:Samoa,Honolulu:HI,121
Apia:Samoa,Pago Pago:TT,1862
Stockholm:Sweden,Newark:NJ,10224
Stockholm:Sweden,New York:NY,2425
Stockholm:Sweden,Chicago:IL,5943
Athens:Greece,New York:NY,6139
Atlanta:GA,Amsterdam:Netherlands,13875
Atlanta:GA,St. Johns:Antigua and Barbuda,394
Atlanta:GA,Hamilton:Bermuda,2995
Atlanta:GA,Brussels:Belgium,4579
Atlanta:GA,Paris:France,21659
Atlanta:GA,Cancun:Mexico,21366
Atlanta:GA,Cozumel:Mexico,1499
Atlanta:GA,Dublin:Ireland,5140
Atlanta:GA,Kingston:Jamaica,1641
Atlanta:GA,London:United Kingdom,17984
Atlanta:GA,Montego Bay:Jamaica,15468
Atlanta:GA,Mexico City:Mexico,11222
Atlanta:GA,Nassau:The Bahamas,12442
Atlanta:GA,Tokyo:Japan,7931
Atlanta:GA,San Jose:Costa Rica,7925
Atlanta:GA,Shannon:Ireland,20
Atlanta:GA,Philipsburg:Netherlands Antilles,2042
Atlanta:GA,Ottawa:Canada,3
Atlanta:GA,Montreal:Canada,6560
Atlanta:GA,Toronto:Canada,13999
Atlanta:GA,Zurich:Switzerland,4811
Aruba:Aruba,Boston:MA,4397
Aruba:Aruba,Baltimore:MD,21
Aruba:Aruba,Newark:NJ,7071
Aruba:Aruba,New York:NY,9737
Aruba:Aruba,Miami:FL,9750
Aruba:Aruba,Philadelphia:PA,2631
Kalamazoo:MI,Montreal:Canada,2
Barranquilla:Colombia,New York:NY,392
Barranquilla:Colombia,Miami:FL,3267
Barcelona:Spain,New York:NY,11784
Hamilton:Bermuda,Atlanta:GA,2905
Hamilton:Bermuda,Boston:MA,4124
Hamilton:Bermuda,Baltimore:MD,146
Hamilton:Bermuda,Newark:NJ,4481
Hamilton:Bermuda,New York:NY,6649
Hamilton:Bermuda,Philadelphia:PA,2750
Hartford:CT,Cancun:Mexico,380
Hartford:CT,Nassau:The Bahamas,5
Hartford:CT,Edmonton:Canada,1
Barbados/Bridgetown:Barbados,New York:NY,7806
Barbados/Bridgetown:Barbados,Miami:FL,8430
Barbados/Bridgetown:Barbados,Philadelphia:PA,506
Barbados/Bridgetown:Barbados,San Juan:PR,466
Birmingham:AL,Montreal:Canada,5
Bangkok:Thailand,Los Angeles:CA,5085
Bangkok:Thailand,Seattle:WA,426
Nashville:TN,Grand Cayman:Cayman Islands,3
Nashville:TN,Montreal:Canada,14
Nashville:TN,Toronto:Canada,1501
Brisbane:Australia,Los Angeles:CA,11326
Bogota:Colombia,Atlanta:GA,4083
Bogota:Colombia,New York:NY,6660
Bogota:Colombia,Los Angeles:CA,1846
Bogota:Colombia,Miami:FL,17293
Bonaire:Netherlands Antilles,New York:NY,103
Bonaire:Netherlands Antilles,Miami:FL,7
Boston:MA,Amsterdam:Netherlands,8729
Boston:MA,Aruba:Aruba,4549
Boston:MA,Barcelona:Spain,228
Boston:MA,Hamilton:Bermuda,3972
Boston:MA,Barbados/Bridgetown:Barbados,53
Boston:MA,Brussels:Belgium,101
Boston:MA,Paris:France,13973
Boston:MA,Cancun:Mexico,3888
Boston:MA,Dublin:Ireland,7553
Boston:MA,Rome:Italy,6062
Boston:MA,London:United Kingdom,35031
Boston:MA,Lisbon:Portugal,352
Boston:MA,Madrid:Spain,3361
Boston:MA,Montego Bay:Jamaica,1143
Boston:MA,Nassau:The Bahamas,1681
Boston:MA,Tokyo:Japan,658
Boston:MA,Ponta Delgada:Portugal,2473
Boston:MA,Shanghai:China,41
Boston:MA,San Jose:Costa Rica,94
Boston:MA,Shannon:Ireland,2820
Boston:MA,Philipsburg:Netherlands Antilles,242
Boston:MA,Lajes:Portugal,242
Boston:MA,Halifax:Canada,1936
Boston:MA,Montreal:Canada,3758
Boston:MA,Ottawa:Canada,1150
Boston:MA,Toronto:Canada,14835
Boston:MA,Zurich:Switzerland,5779
Brussels:Belgium,Atlanta:GA,4625
Brussels:Belgium,Boston:MA,82
Brussels:Belgium,Detroit:MI,12
Brussels:Belgium,New York:NY,11942
Brussels:Belgium,Chicago:IL,8344
Burlington:VT,Toronto:Canada,1
Buffalo:NY,Aruba:Aruba,2
Buffalo:NY,Ottawa:Canada,22
Buffalo:NY,Montreal:Canada,28
Buffalo:NY,Vancouver:Canada,4
Buffalo:NY,Toronto:Canada,2
Burbank:CA,Vancouver:Canada,1
Baltimore:MD,Aruba:Aruba,4
Baltimore:MD,Hamilton:Bermuda,141
Baltimore:MD,Cancun:Mexico,3795
Baltimore:MD,Freeport:The Bahamas,1
Baltimore:MD,Grand Cayman:Cayman Islands,27
Baltimore:MD,Kingston:Jamaica,131
Baltimore:MD,London:United Kingdom,3984
Baltimore:MD,Montego Bay:Jamaica,3779
Baltimore:MD,Mexico City:Mexico,19
Baltimore:MD,Nassau:The Bahamas,1130
Baltimore:MD,Toronto:Canada,2716
Belize City:Belize,Houston:TX,5435
Belize City:Belize,Miami:FL,5233
Belize City:Belize,Minneapolis:MN,11
Cairo:Egypt,New York:NY,13225
Caracas:Venezuela,Baltimore:MD,3
Caracas:Venezuela,Houston:TX,3383
Caracas:Venezuela,New York:NY,1328
Caracas:Venezuela,Miami:FL,28177
Caracas:Venezuela,San Juan:PR,2401
Paris:France,Boston:MA,14570
Paris:France,Detroit:MI,6049
Paris:France,Newark:NJ,18394
Paris:France,Houston:TX,10934
Paris:France,Washington:DC,19663
Paris:France,New York:NY,48508
Paris:France,Los Angeles:CA,20941
Paris:France,Miami:FL,17256
Paris:France,Chicago:IL,14111
Paris:France,Philadelphia:PA,9141
Paris:France,Seattle:WA,4938
Paris:France,San Francisco:CA,11095
Chattanooga:TN,Nassau:The Bahamas,5
Cleveland:OH,Cancun:Mexico,2548
Cleveland:OH,Nassau:The Bahamas,99
Cleveland:OH,Montreal:Canada,2754
Cleveland:OH,Toronto:Canada,4000
Cali:Colombia,New York:NY,1734
Cali:Colombia,Miami:FL,6754
Charlotte:NC,Cancun:Mexico,11782
Charlotte:NC,London:United Kingdom,6274
Charlotte:NC,Mexico City:Mexico,3580
Charlotte:NC,Nassau:The Bahamas,6938
Charlotte:NC,Montreal:Canada,2323
Charlotte:NC,Toronto:Canada,8832
Casablanca:Morocco,New York:NY,5385
Copenhagen:Denmark,Newark:NJ,10440
Copenhagen:Denmark,New York:NY,2366
Copenhagen:Denmark,Orlando:FL,1
Copenhagen:Denmark,Miami:FL,42
Copenhagen:Denmark,Chicago:IL,5882
Cartagena:Colombia,New York:NY,310
Cartagena:Colombia,Miami:FL,2324
Sapporo:Japan,Honolulu:HI,250
Cancun:Mexico,Atlanta:GA,21897
Cancun:Mexico,Hartford:CT,367
Cancun:Mexico,Boston:MA,3958
Cancun:Mexico,Baltimore:MD,3752
Cancun:Mexico,Cleveland:OH,2642
Cancun:Mexico,Charlotte:NC,12167
Cancun:Mexico,Cincinnati:OH,1687
Cancun:Mexico,Denver:CO,8201
Cancun:Mexico,Dallas/Fort Worth:TX,21716
Cancun:Mexico,Detroit:MI,7179
Cancun:Mexico,Newark:NJ,11290
Cancun:Mexico,Washington:DC,5265
Cancun:Mexico,Houston:TX,27370
Cancun:Mexico,Indianapolis:IN,570
Cancun:Mexico,New York:NY,13576
Cancun:Mexico,Los Angeles:CA,5837
Cancun:Mexico,Kansas City:MO,901
Cancun:Mexico,Memphis:TN,1366
Cancun:Mexico,Miami:FL,18576
Cancun:Mexico,Milwaukee:WI,1524
Cancun:Mexico,Minneapolis:MN,8186
Cancun:Mexico,New Orleans:LA,63
Cancun:Mexico,Chicago:IL,15957
Cancun:Mexico,Philadelphia:PA,12094
Cancun:Mexico,Phoenix:AZ,5403
Cancun:Mexico,Pittsburgh:PA,1040
Cancun:Mexico,Raleigh/Durham:NC,207
Cancun:Mexico,San Francisco:CA,554
Cancun:Mexico,St. Louis:MO,4158
Willemstad:Netherlands Antilles,Miami:FL,7151
Cincinnati:OH,Cancun:Mexico,1613
Cincinnati:OH,London:United Kingdom,53
Christmas Island:Kiribati,Honolulu:HI,44
Cozumel:Mexico,Atlanta:GA,1571
Cozumel:Mexico,Denver:CO,823
Cozumel:Mexico,Dallas/Fort Worth:TX,3943
Cozumel:Mexico,Houston:TX,5896
Cozumel:Mexico,Chicago:IL,533
Daytona Beach:FL,Toronto:Canada,4
Washington:DC,Port-au-Prince:Haiti,20
Washington:DC,Ottawa:Canada,5163
Washington:DC,Montreal:Canada,7318
Washington:DC,Toronto:Canada,12393
Delhi:India,New York:NY,4647
Denver:CO,Cancun:Mexico,7982
Denver:CO,Cozumel:Mexico,863
Tokyo:Japan,Boston:MA,1058
Tokyo:Japan,Washington:DC,11802
Tokyo:Japan,Denver:CO,818
Tokyo:Japan,Dallas/Fort Worth:TX,13653
Tokyo:Japan,Detroit:MI,10536
Tokyo:Japan,Newark:NJ,6608
Tokyo:Japan,Guam:TT,44326
Tokyo:Japan,Houston:TX,7601
Tokyo:Japan,New York:NY,25733
Tokyo:Japan,Los Angeles:CA,44284
Tokyo:Japan,Miami:FL,20
Tokyo:Japan,Minneapolis:MN,10233
Tokyo:Japan,Chicago:IL,25271
Tokyo:Japan,Portland:OR,5339
Tokyo:Japan,Seattle:WA,12781
Tokyo:Japan,San Francisco:CA,29008
Tokyo:Japan,Saipan:TT,11600
Oakland:CA,Toronto:Canada,5
Oklahoma City:OK,Toronto:Canada,4
Omaha:NE,Toronto:Canada,26
Chicago:IL,Acapulco:Mexico,207
Chicago:IL,Amman:Jordan,4563
Chicago:IL,Amsterdam:Netherlands,10274
Chicago:IL,Stockholm:Sweden,5569
Chicago:IL,Hamilton:Bermuda,7
Chicago:IL,Bangkok:Thailand,1314
Chicago:IL,Brussels:Belgium,8124
Chicago:IL,Paris:France,13974
Chicago:IL,Copenhagen:Denmark,5858
Chicago:IL,Cancun:Mexico,15791
Chicago:IL,Cozumel:Mexico,485
Chicago:IL,Dublin:Ireland,10473
Chicago:IL,Rome:Italy,8860
Chicago:IL,Grand Cayman:Cayman Islands,213
Chicago:IL,Guadalajara:Mexico,3643
Chicago:IL,Hong Kong:Hong Kong,7502
Chicago:IL,Santa Cruz/Huatulco:Mexico,279
Chicago:IL,London:United Kingdom,45509
Chicago:IL,Madrid:Spain,6519
Chicago:IL,Manchester:United Kingdom,4234
Chicago:IL,Montego Bay:Jamaica,2488
Chicago:IL,Mexico City:Mexico,12737
Chicago:IL,Monterrey:Mexico,879
Chicago:IL,Nassau:The Bahamas,22
Chicago:IL,Tokyo:Japan,24839
Chicago:IL,Puerto Plata:Dominican Republic,47
Chicago:IL,Puerto Vallarta:Mexico,5623
Chicago:IL,Seoul:South Korea,12660
Chicago:IL,Shannon:Ireland,3
Chicago:IL,Philipsburg:Netherlands Antilles,157
Chicago:IL,Warsaw:Poland,5930
Chicago:IL,Montreal:Canada,15527
Chicago:IL,Vancouver:Canada,10909
Chicago:IL,Winnipeg:Canada,5278
Chicago:IL,Calgary:Canada,6421
Chicago:IL,Toronto:Canada,35969
Chicago:IL,Ixtapa/Zihuatanejo:Mexico,79
Chicago:IL,Zurich:Switzerland,5594
Paris:France,Atlanta:GA,21356
Paris:France,Dallas/Fort Worth:TX,4951
Osaka:Japan,Anchorage:AK,29
Osaka:Japan,Guam:TT,17095
Osaka:Japan,Honolulu:HI,20092
Osaka:Japan,New York:NY,259
Osaka:Japan,San Francisco:CA,5992
Osaka:Japan,Saipan:TT,980
Port-au-Prince:Haiti,New York:NY,6919
Port-au-Prince:Haiti,Miami:FL,18478
Port-au-Prince:Haiti,San Juan:PR,605
West Palm Beach/Palm Beach:FL,Nassau:The Bahamas,48
West Palm Beach/Palm Beach:FL,Montreal:Canada,4
West Palm Beach/Palm Beach:FL,Toronto:Canada,1623
Ponta Delgada:Portugal,Boston:MA,2487
Portland:OR,London:United Kingdom,118
Portland:OR,Mexico City:Mexico,40
Portland:OR,Tokyo:Japan,4756
Portland:OR,Seoul:South Korea,201
Portland:OR,Vancouver:Canada,6560
Pereira:Colombia,New York:NY,1014
Pereira:Colombia,Miami:FL,1023
Beijing:China,New York:NY,8687
Beijing:China,San Francisco:CA,15193
Philadelphia:PA,Acapulco:Mexico,27
Philadelphia:PA,Aruba:Aruba,2522
Philadelphia:PA,Hamilton:Bermuda,2709
Philadelphia:PA,Barbados/Bridgetown:Barbados,547
Philadelphia:PA,Paris:France,8928
Philadelphia:PA,Cancun:Mexico,11941
Philadelphia:PA,Guadalajara:Mexico,4
Philadelphia:PA,Kingston:Jamaica,132
Philadelphia:PA,London:United Kingdom,14845
Philadelphia:PA,Montego Bay:Jamaica,7077
