,Unnamed: 0,num_infected,cities_infected,num_interactions,run,probability_of_flying_day,transmission_rate,initial_infected,passengers_per_flight,effective_contacts,probability_of_flying,reproduction_number
36,36,7046.0,145,94,run-20150321-528,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6280.0,142,88,run-20150321-529,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,0.0,0,0,run-20150321-53,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,7672.0,161,105,run-20150321-530,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6672.0,158,115,run-20150321-531,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,7026.0,157,100,run-20150321-532,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,5987.0,143,84,run-20150321-533,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6195.0,139,96,run-20150321-534,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,5915.0,130,78,run-20150321-535,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,5737.0,140,75,run-20150321-536,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6203.0,140,99,run-20150321-537,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6098.0,141,88,run-20150321-538,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6012.0,143,78,run-20150321-539,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,0.0,0,0,run-20150321-54,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,66521.0,251,615,run-20150321-540,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,67783.0,240,649,run-20150321-541,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,54241.0,243,542,run-20150321-542,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,67388.0,240,603,run-20150321-543,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,63902.0,248,619,run-20150321-544,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,70834.0,244,613,run-20150321-545,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,72423.0,249,650,run-20150321-546,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,71668.0,255,636,run-20150321-547,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,57490.0,226,571,run-20150321-548,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,58881.0,239,575,run-20150321-549,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-55,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,54992.0,231,538,run-20150321-550,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,63169.0,234,602,run-20150321-551,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,74330.0,252,654,run-20150321-552,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,63072.0,249,572,run-20150321-553,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,58402.0,234,547,run-20150321-554,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,64417.0,238,583,run-20150321-555,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,58289.0,235,578,run-20150321-556,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,60507.0,244,576,run-20150321-557,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,68546.0,252,627,run-20150321-558,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,65760.0,238,630,run-20150321-559,0.0005,0.06333333333333332,"[[366], [3000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-56,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,3000.0,1,0,run-20150321-560,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-561,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-562,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-563,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-564,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-565,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-566,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-567,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-568,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-569,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-57,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,3000.0,1,0,run-20150321-570,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-571,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-572,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-573,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-574,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-575,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-576,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-577,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-578,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,3000.0,1,0,run-20150321-579,0.0005,0,"[[366], [3000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-58,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,3611944.0,401,2395,run-20150321-580,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3718629.0,403,2439,run-20150321-581,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3466103.0,406,2426,run-20150321-582,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3849516.0,405,2428,run-20150321-583,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3564138.0,398,2417,run-20150321-584,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3520522.0,392,2426,run-20150321-585,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3435792.0,402,2422,run-20150321-586,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3301157.0,397,2380,run-20150321-587,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3783382.0,406,2434,run-20150321-588,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3517285.0,406,2425,run-20150321-589,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,0.0,0,0,run-20150321-59,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,3329646.0,400,2382,run-20150321-590,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3665703.0,403,2429,run-20150321-591,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3817496.0,408,2426,run-20150321-592,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3460754.0,402,2414,run-20150321-593,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3878081.0,400,2445,run-20150321-594,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3516687.0,399,2406,run-20150321-595,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3616564.0,393,2438,run-20150321-596,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3569262.0,402,2438,run-20150321-597,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3721858.0,400,2440,run-20150321-598,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,3693443.0,397,2469,run-20150321-599,0.0005,0.07,"[[366], [3000]]",150,15,0.014891755791629935,1.05
36,36,0.0,0,0,run-20150321-6,0.0005,0.04,"[[366], [1000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-60,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-600,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-601,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-602,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-603,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-604,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-605,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-606,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-607,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-608,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-609,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-61,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-610,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-611,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-612,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-613,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-614,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-615,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-616,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-617,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-618,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-619,0.0005,0.04,"[[366], [4000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-62,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-620,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-621,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-622,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-623,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-624,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-625,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-626,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-627,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-628,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-629,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-63,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-630,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-631,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-632,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-633,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-634,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-635,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-636,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-637,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-638,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-639,0.0005,0.043333333333333335,"[[366], [4000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-64,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-640,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-641,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-642,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-643,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-644,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-645,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-646,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-647,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-648,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-649,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-65,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-650,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-651,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-652,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-653,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-654,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-655,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-656,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-657,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-658,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-659,0.0005,0.04666666666666666,"[[366], [4000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-66,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-660,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-661,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-662,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-663,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-664,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-665,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-666,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-667,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-668,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-669,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-67,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-670,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-671,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-672,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-673,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-674,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-675,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-676,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-677,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-678,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-679,0.0005,0.05,"[[366], [4000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-68,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,19.0,8,0,run-20150321-680,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,3.0,2,0,run-20150321-681,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,20.0,5,0,run-20150321-682,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,7.0,2,0,run-20150321-683,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,17.0,6,0,run-20150321-684,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,41.0,9,1,run-20150321-685,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,8.0,2,0,run-20150321-686,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,3.0,2,0,run-20150321-687,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,2.0,1,0,run-20150321-688,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,36.0,10,0,run-20150321-689,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-69,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,4.0,1,0,run-20150321-690,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,5.0,3,0,run-20150321-691,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,38.0,9,1,run-20150321-692,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,20.0,6,1,run-20150321-693,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,35.0,11,0,run-20150321-694,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,20.0,5,1,run-20150321-695,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,10.0,3,0,run-20150321-696,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,18.0,7,0,run-20150321-697,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,33.0,8,1,run-20150321-698,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,18.0,5,0,run-20150321-699,0.0005,0.05333333333333334,"[[366], [4000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-7,0.0005,0.04,"[[366], [1000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-70,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,702.0,62,10,run-20150321-700,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,492.0,46,9,run-20150321-701,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,589.0,50,9,run-20150321-702,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,515.0,48,7,run-20150321-703,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,586.0,53,8,run-20150321-704,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,582.0,58,11,run-20150321-705,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,560.0,53,9,run-20150321-706,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,681.0,63,15,run-20150321-707,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,718.0,64,12,run-20150321-708,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,666.0,64,11,run-20150321-709,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,0.0,0,0,run-20150321-71,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,752.0,64,23,run-20150321-710,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,354.0,36,2,run-20150321-711,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,541.0,49,8,run-20150321-712,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,613.0,60,9,run-20150321-713,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,547.0,54,13,run-20150321-714,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,499.0,48,13,run-20150321-715,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,801.0,68,14,run-20150321-716,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,576.0,55,11,run-20150321-717,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,620.0,62,9,run-20150321-718,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,494.0,53,6,run-20150321-719,0.0005,0.056666666666666664,"[[366], [4000]]",150,15,0.014891755791629935,0.85
36,36,0.0,0,0,run-20150321-72,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,9389.0,168,128,run-20150321-720,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,10175.0,171,139,run-20150321-721,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,8051.0,148,121,run-20150321-722,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,9856.0,173,136,run-20150321-723,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,8980.0,157,115,run-20150321-724,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,10054.0,168,141,run-20150321-725,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,9278.0,168,135,run-20150321-726,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,8856.0,156,124,run-20150321-727,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,8716.0,162,122,run-20150321-728,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,7502.0,153,101,run-20150321-729,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,0.0,0,0,run-20150321-73,0.0005,0.05,"[[366], [1000]]",150,15,0.014891755791629935,0.75
36,36,10108.0,161,154,run-20150321-730,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,11872.0,176,166,run-20150321-731,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,8793.0,166,138,run-20150321-732,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,8322.0,160,106,run-20150321-733,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,8722.0,159,132,run-20150321-734,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
36,36,10802.0,169,159,run-20150321-735,0.0005,0.060000000000000005,"[[366], [4000]]",150,15,0.014891755791629935,0.9
