,Unnamed: 0,num_infected,cities_infected,num_interactions,run,probability_of_flying_day,transmission_rate,initial_infected,passengers_per_flight,effective_contacts,probability_of_flying,reproduction_number
36,36,3795.0,128,60,run-20150321-320,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,4244.0,125,57,run-20150321-321,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3229.0,109,40,run-20150321-322,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,4198.0,134,57,run-20150321-323,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3331.0,107,46,run-20150321-324,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,4909.0,135,66,run-20150321-325,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3945.0,127,62,run-20150321-326,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3167.0,111,44,run-20150321-327,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3392.0,113,44,run-20150321-328,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3210.0,116,37,run-20150321-329,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,0.0,0,0,run-20150321-33,0.0005,0.043333333333333335,"[[366], [1000]]",150,15,0.014891755791629935,0.65
36,36,3757.0,120,50,run-20150321-330,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3092.0,107,39,run-20150321-331,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3281.0,116,54,run-20150321-332,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3963.0,116,68,run-20150321-333,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3547.0,112,42,run-20150321-334,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,4228.0,132,66,run-20150321-335,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,4454.0,131,63,run-20150321-336,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,3387.0,112,44,run-20150321-337,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,4314.0,128,66,run-20150321-338,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,4258.0,116,59,run-20150321-339,0.0005,0.060000000000000005,"[[366], [2000]]",150,15,0.014891755791629935,0.9
36,36,0.0,0,0,run-20150321-34,0.0005,0.043333333333333335,"[[366], [1000]]",150,15,0.014891755791629935,0.65
36,36,32627.0,220,386,run-20150321-340,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,34501.0,205,365,run-20150321-341,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,40921.0,217,437,run-20150321-342,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,42233.0,221,437,run-20150321-343,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,44641.0,228,471,run-20150321-344,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,41034.0,214,465,run-20150321-345,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,40155.0,211,415,run-20150321-346,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,40927.0,223,456,run-20150321-347,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,33511.0,206,342,run-20150321-348,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,42013.0,219,457,run-20150321-349,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-35,0.0005,0.043333333333333335,"[[366], [1000]]",150,15,0.014891755791629935,0.65
36,36,42157.0,224,470,run-20150321-350,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,35778.0,215,398,run-20150321-351,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,39089.0,221,409,run-20150321-352,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,39006.0,214,443,run-20150321-353,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,47162.0,233,449,run-20150321-354,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,33927.0,221,376,run-20150321-355,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,46605.0,232,469,run-20150321-356,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,44121.0,225,451,run-20150321-357,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,36883.0,211,380,run-20150321-358,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,36821.0,206,400,run-20150321-359,0.0005,0.06333333333333332,"[[366], [2000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-36,0.0005,0.043333333333333335,"[[366], [1000]]",150,15,0.014891755791629935,0.65
36,36,2000.0,1,0,run-20150321-360,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-361,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-362,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-363,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-364,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-365,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-366,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-367,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-368,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-369,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-37,0.0005,0.043333333333333335,"[[366], [1000]]",150,15,0.014891755791629935,0.65
36,36,2000.0,1,0,run-20150321-370,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-371,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-372,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-373,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-374,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-375,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-376,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-377,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-378,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,2000.0,1,0,run-20150321-379,0.0005,0,"[[366], [2000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-38,0.0005,0.043333333333333335,"[[366], [1000]]",150,15,0.014891755791629935,0.65
36,36,2123768.0,387,2226,run-20150321-380,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2568540.0,383,2281,run-20150321-381,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2367544.0,381,2244,run-20150321-382,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2355132.0,375,2261,run-20150321-383,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,1989599.0,390,2221,run-20150321-384,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2258625.0,378,2250,run-20150321-385,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2437496.0,378,2274,run-20150321-386,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2548301.0,383,2295,run-20150321-387,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2320057.0,379,2239,run-20150321-388,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2531502.0,392,2297,run-20150321-389,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,0.0,0,0,run-20150321-39,0.0005,0.043333333333333335,"[[366], [1000]]",150,15,0.014891755791629935,0.65
36,36,2253149.0,378,2217,run-20150321-390,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2498707.0,374,2254,run-20150321-391,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2273847.0,381,2210,run-20150321-392,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2088461.0,381,2209,run-20150321-393,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2460107.0,383,2263,run-20150321-394,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2297652.0,383,2261,run-20150321-395,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2327968.0,377,2246,run-20150321-396,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2293901.0,393,2263,run-20150321-397,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2194784.0,384,2228,run-20150321-398,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,2569649.0,378,2252,run-20150321-399,0.0005,0.07,"[[366], [2000]]",150,15,0.014891755791629935,1.05
36,36,0.0,0,0,run-20150321-4,0.0005,0.04,"[[366], [1000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-40,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-400,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-401,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-402,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-403,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-404,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-405,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-406,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-407,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-408,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-409,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-41,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-410,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-411,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-412,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-413,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-414,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-415,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-416,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-417,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-418,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-419,0.0005,0.04,"[[366], [3000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-42,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-420,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-421,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-422,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-423,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-424,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-425,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-426,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-427,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-428,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-429,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-43,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-430,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-431,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-432,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-433,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-434,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-435,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-436,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-437,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-438,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-439,0.0005,0.043333333333333335,"[[366], [3000]]",150,15,0.014891755791629935,0.65
36,36,0.0,0,0,run-20150321-44,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-440,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-441,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-442,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-443,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-444,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-445,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-446,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-447,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-448,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-449,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-45,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-450,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-451,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-452,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-453,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-454,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-455,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-456,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-457,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-458,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-459,0.0005,0.04666666666666666,"[[366], [3000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-46,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-460,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-461,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-462,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-463,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-464,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-465,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-466,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-467,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-468,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,1.0,1,0,run-20150321-469,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-47,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,0.0,0,0,run-20150321-470,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-471,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-472,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-473,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-474,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-475,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-476,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-477,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-478,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-479,0.0005,0.05,"[[366], [3000]]",150,15,0.014891755791629935,0.75
36,36,0.0,0,0,run-20150321-48,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,8.0,4,0,run-20150321-480,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,28.0,10,0,run-20150321-481,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,11.0,3,0,run-20150321-482,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,3.0,2,0,run-20150321-483,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,6.0,2,0,run-20150321-484,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,35.0,12,0,run-20150321-485,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,5.0,1,0,run-20150321-486,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,9.0,3,0,run-20150321-487,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,19.0,6,1,run-20150321-488,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,17.0,3,1,run-20150321-489,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-49,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,6.0,3,0,run-20150321-490,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,7.0,2,0,run-20150321-491,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,27.0,6,1,run-20150321-492,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,17.0,6,0,run-20150321-493,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,24.0,7,0,run-20150321-494,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,17.0,5,0,run-20150321-495,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,5.0,2,0,run-20150321-496,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,20.0,5,1,run-20150321-497,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,7.0,3,0,run-20150321-498,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-499,0.0005,0.05333333333333334,"[[366], [3000]]",150,15,0.014891755791629935,0.8
36,36,0.0,0,0,run-20150321-5,0.0005,0.04,"[[366], [1000]]",150,15,0.014891755791629935,0.6
36,36,0.0,0,0,run-20150321-50,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,249.0,28,5,run-20150321-500,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,380.0,47,6,run-20150321-501,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,393.0,45,4,run-20150321-502,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,344.0,45,3,run-20150321-503,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,337.0,39,5,run-20150321-504,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,375.0,38,3,run-20150321-505,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,462.0,48,9,run-20150321-506,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,371.0,48,6,run-20150321-507,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,358.0,38,7,run-20150321-508,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,418.0,39,5,run-20150321-509,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,0.0,0,0,run-20150321-51,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,216.0,37,2,run-20150321-510,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,283.0,31,5,run-20150321-511,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,294.0,38,3,run-20150321-512,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,323.0,36,4,run-20150321-513,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,395.0,45,6,run-20150321-514,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,574.0,54,14,run-20150321-515,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,340.0,41,6,run-20150321-516,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,363.0,44,7,run-20150321-517,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,223.0,25,2,run-20150321-518,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,200.0,27,0,run-20150321-519,0.0005,0.056666666666666664,"[[366], [3000]]",150,15,0.014891755791629935,0.85
36,36,0.0,0,0,run-20150321-52,0.0005,0.04666666666666666,"[[366], [1000]]",150,15,0.014891755791629935,0.7
36,36,5069.0,133,78,run-20150321-520,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6071.0,144,81,run-20150321-521,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6899.0,140,104,run-20150321-522,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,7143.0,147,103,run-20150321-523,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,5723.0,136,66,run-20150321-524,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,5780.0,149,82,run-20150321-525,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6712.0,143,96,run-20150321-526,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
36,36,6929.0,145,113,run-20150321-527,0.0005,0.060000000000000005,"[[366], [3000]]",150,15,0.014891755791629935,0.9
