,num_infected,cities_infected,num_interactions
0,3000,1,0
1,2996,3,2
2,2872,9,9
3,2966,21,15
4,2811,29,19
5,2698,35,18
6,2722,42,22
7,2663,45,26
8,2594,57,32
9,2508,62,34
10,2407,65,24
11,2302,68,29
12,2228,70,32
13,2111,69,29
14,1929,69,19
15,1789,67,21
16,1715,71,28
17,1676,72,31
18,1531,72,17
19,1481,72,28
20,1424,77,23
21,1289,75,17
22,1178,74,16
23,1059,68,13
24,971,64,14
25,921,61,17
26,879,62,17
27,801,57,11
28,724,59,10
29,642,59,7
30,615,60,13
31,544,54,6
32,499,51,8
33,456,46,8
34,420,45,8
35,391,43,8
36,358,38,7
