,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3953.0,4,3
2,3947.0,16,15
3,3834.0,28,19
4,3695.0,39,24
5,3580.0,49,28
6,3467.0,56,29
7,3306.0,62,29
8,3213.0,66,39
9,3134.0,68,30
10,3073.0,72,47
11,3003.0,80,43
12,2908.0,81,44
13,2771.0,85,36
14,2644.0,88,35
15,2608.0,92,45
16,2523.0,92,38
17,2407.0,90,33
18,2291.0,87,37
19,2096.0,88,24
20,1950.0,85,24
21,1803.0,83,24
22,1641.0,78,19
23,1522.0,75,21
24,1517.0,75,34
25,1463.0,73,28
26,1348.0,70,16
27,1221.0,67,13
28,1141.0,69,19
29,1009.0,66,11
30,883.0,62,8
31,813.0,61,12
32,797.0,60,17
33,763.0,58,17
34,684.0,54,9
35,646.0,53,12
36,586.0,53,8
